time,row,col,demand
727,6,7,413
657,6,4,12
3,5,7,0
352,0,0,10
588,2,0,0
646,6,5,49
124,5,6,4
106,3,1,0
250,2,1,0
704,1,5,190
610,7,0,0
294,0,1,9
723,3,1,0
580,7,0,0
91,7,5,22
99,1,3,6
539,1,0,0
319,4,3,87
479,0,6,751
663,4,6,216
66,6,7,385
43,1,6,1912
719,5,7,169
230,2,1,5
198,1,6,5
14,4,0,0
582,2,7,17
218,2,0,5
315,6,4,10
73,4,0,6
711,7,7,0
653,6,0,0
671,7,2,0
135,0,6,168
712,5,1,0
110,3,4,37
477,5,5,249
524,7,3,9
234,6,0,0
215,6,4,16
91,4,1,6
303,6,6,40
157,3,2,7
40,3,7,138
67,2,6,2179
618,1,2,57
453,7,0,0
387,3,3,96
486,2,7,64
378,3,5,120
310,7,2,0
195,2,0,0
396,4,5,18
678,0,2,12
250,7,7,0
369,3,3,0
138,0,6,499
650,4,4,31
418,2,4,0
731,7,6,73
25,4,6,23
580,1,0,10
13,6,7,181
304,4,6,30
729,0,5,259
278,1,7,23
644,7,6,19
431,4,0,12
345,0,1,0
441,4,3,0
475,7,1,0
33,2,1,0
379,4,5,148
227,3,1,0
112,0,1,4
24,3,4,25
709,3,1,0
490,1,5,0
202,6,3,0
152,3,7,32
203,6,0,0
242,7,5,5
528,0,2,55
121,5,2,0
655,2,0,0
69,1,4,166
707,1,0,0
430,5,1,0
65,0,5,229
724,2,3,309
284,1,4,32
58,5,2,3
231,0,1,5
21,5,3,3
410,7,7,0
30,0,7,3
623,3,2,0
108,6,6,6
328,1,4,51
443,6,7,0
628,0,1,19
621,0,5,92
135,7,1,0
16,1,7,114
213,0,6,174
537,4,0,0
581,1,7,17
334,6,0,0
616,6,1,0
390,7,7,0
91,4,0,0
347,5,6,0
335,4,0,6
161,6,5,18
480,6,7,72
1,4,6,0
658,5,4,12
275,4,4,9
224,6,1,0
59,1,6,87
141,4,0,0
297,7,5,0
413,6,0,0
394,1,5,0
129,1,0,0
278,1,3,23
232,7,0,0
267,0,6,18
718,0,2,69
468,7,1,0
156,6,7,23
524,3,5,161
581,6,6,10
474,3,7,34
524,6,3,38
728,4,3,472
719,5,1,0
586,1,0,0
204,4,4,282
553,2,1,0
351,6,4,6
289,0,7,34
608,0,0,0
448,6,5,20
145,4,5,48
165,0,4,464
23,3,4,0
483,3,4,36
104,5,1,0
505,7,7,0
264,5,4,14
670,7,3,0
276,7,1,0
604,7,7,28
170,1,3,0
66,1,2,90
653,3,2,12
195,0,5,20
233,1,3,47
38,5,7,63
258,4,3,44
49,3,4,21
538,5,2,0
418,1,0,0
615,5,5,18
192,5,2,0
48,0,0,3
627,3,2,19
63,1,5,286
346,0,5,0
244,5,4,0
681,3,5,12
270,1,4,14
58,0,5,130
327,6,6,16
686,7,2,0
289,0,4,34
467,4,2,0
493,5,4,28
485,6,7,8
431,0,0,12
496,0,7,173
522,3,6,219
192,0,0,0
197,5,6,0
162,6,4,0
620,2,7,57
425,1,6,87
219,2,1,0
352,7,3,0
182,1,0,0
168,5,0,0
305,5,6,43
346,5,4,0
671,6,1,0
485,3,3,14
563,1,2,10
89,2,6,177
323,3,6,0
4,6,0,0
214,3,3,36
329,5,5,67
498,2,3,59
403,1,3,48
310,5,3,55
513,3,0,0
600,5,5,82
261,7,0,0
515,1,7,0
455,5,1,0
691,3,4,12
114,3,5,63
323,1,2,0
484,7,6,14
491,1,2,8
516,1,0,0
251,7,7,39
441,6,7,0
465,6,4,0
335,0,6,859
474,6,1,0
68,3,3,64
247,5,1,0
467,5,6,0
389,6,1,0
648,7,6,39
459,1,6,82
413,3,6,82
163,3,3,190
42,3,7,52
486,2,1,0
98,4,4,17
244,2,1,5
605,6,4,11
97,6,5,13
405,3,5,417
446,6,0,0
495,0,3,100
201,3,3,0
633,4,3,0
682,4,0,0
537,6,4,9
676,3,1,0
63,5,3,21
73,4,3,47
486,7,6,0
720,1,7,132
308,2,3,79
592,1,5,193
484,1,5,28
524,6,0,0
87,7,3,0
310,4,2,141
550,4,6,789
681,5,5,0
102,6,5,13
25,7,5,3
195,4,3,53
236,2,4,42
684,1,0,0
462,5,1,0
723,7,3,14
211,0,4,53
53,4,0,0
658,2,4,12
560,3,7,0
503,0,0,8
133,2,0,0
250,7,0,0
671,2,4,133
641,0,4,30
455,1,7,91
312,0,0,10
533,4,2,0
547,1,5,169
217,4,1,0
144,1,0,0
484,5,3,8
478,0,6,302
391,6,1,0
729,7,2,0
292,4,3,79
411,1,0,0
54,0,5,6
10,3,6,155
457,0,5,56
88,0,5,101
307,2,2,40
496,7,7,14
645,7,3,0
491,0,2,22
658,0,7,0
179,5,3,0
361,0,1,0
686,7,3,0
64,5,4,12
78,4,4,6
585,4,5,27
243,5,1,0
127,6,1,0
562,5,6,0
46,1,3,83
210,7,6,12
198,2,2,0
193,2,4,53
426,6,5,24
550,4,3,80
493,6,0,0
698,6,4,69
101,3,3,4
386,0,6,335
291,3,2,0
265,6,6,9
66,1,3,207
156,6,2,0
693,3,7,107
182,5,0,0
443,7,7,0
517,3,3,76
52,4,6,0
180,5,3,4
192,0,6,33
123,6,0,0
264,6,1,0
281,4,5,70
632,7,5,0
231,7,7,0
81,4,1,16
582,2,3,27
469,3,1,13
243,0,1,14
549,4,6,624
35,3,5,158
499,0,4,64
677,5,7,41
139,6,7,21
252,4,7,5
533,6,1,0
591,7,5,17
690,7,4,0
567,3,1,16
308,0,7,74
722,6,5,59
731,3,1,82
165,1,0,4
336,5,7,64
518,0,4,53
536,2,6,49
232,1,3,68
700,2,4,337
310,6,4,6
180,3,0,0
89,6,3,0
263,2,4,67
73,2,4,16
409,0,3,51
565,7,5,10
610,5,6,0
397,4,2,0
178,4,0,0
657,4,7,0
656,2,6,12
512,3,2,0
234,5,0,0
300,6,4,19
234,2,6,26
44,2,4,106
89,2,0,0
624,1,6,67
556,1,3,94
677,4,2,0
460,3,5,125
161,0,3,84
557,6,6,10
163,1,2,51
295,4,0,0
644,0,1,0
730,3,5,399
723,4,6,1638
376,6,2,7
493,5,6,59
114,6,0,0
168,0,1,7
442,1,1,0
366,4,6,11
452,4,1,8
433,7,6,40
581,3,5,105
109,7,4,4
131,7,0,0
240,7,4,0
267,5,6,65
719,1,2,134
27,5,6,0
621,1,0,0
687,0,7,0
172,4,0,0
575,4,2,0
2,2,0,0
114,5,3,50
529,3,1,0
684,6,6,41
717,3,2,22
50,6,2,0
492,1,1,0
615,0,6,28
181,5,3,0
285,7,5,18
554,3,0,0
280,4,7,9
309,6,7,43
622,7,1,0
60,6,5,9
219,0,4,13
12,3,2,3
317,3,7,36
672,2,4,86
602,0,2,64
681,6,1,0
44,5,0,0
661,2,5,255
58,7,5,0
295,4,1,0
253,7,1,0
648,2,6,133
155,6,6,4
362,5,0,0
409,1,6,445
334,1,3,148
678,2,1,0
663,7,3,12
460,1,4,8
101,4,1,0
303,6,5,64
394,3,7,0
4,4,5,0
6,2,6,0
462,3,4,8
97,2,0,4
157,4,1,25
306,5,4,9
597,3,1,10
540,6,1,0
378,4,3,22
584,6,1,0
239,4,3,85
158,3,3,41
661,7,7,31
521,5,5,275
6,7,7,0
500,4,2,0
106,7,7,0
556,0,6,110
631,2,6,11
179,1,1,0
662,5,7,12
556,6,2,0
511,3,1,0
704,7,3,0
285,3,3,61
552,2,0,0
691,1,3,12
719,3,0,0
265,6,7,9
265,3,4,29
137,2,7,42
336,5,4,17
139,3,6,1024
453,1,1,20
700,5,3,22
278,4,0,0
61,0,2,39
311,4,3,104
688,0,2,333
605,1,1,0
271,4,6,0
74,6,7,4
597,6,6,71
197,5,5,8
181,0,5,12
38,5,3,29
40,0,4,147
446,7,6,0
524,7,2,0
243,6,6,0
91,2,5,193
531,6,5,31
380,7,6,17
677,5,2,66
730,7,4,36
154,4,7,329
359,4,3,152
570,1,1,58
643,4,4,49
563,7,6,10
75,3,6,12
55,4,6,3
678,3,6,148
493,0,1,0
268,7,4,9
426,2,4,75
316,0,7,36
10,4,5,174
667,6,4,0
220,1,2,13
714,7,4,0
710,0,1,0
152,4,6,30
216,3,2,37
523,0,2,23
107,6,6,0
150,1,3,4
22,0,5,126
391,5,2,0
325,5,3,10
371,6,4,0
462,4,4,13
538,4,6,0
137,5,4,11
29,5,3,0
5,2,2,0
30,2,2,0
560,0,5,0
447,3,5,45
519,3,0,23
348,0,3,10
569,2,6,268
72,3,0,0
233,0,6,34
395,3,6,7
167,6,0,0
81,0,2,28
696,7,5,22
705,3,3,112
305,7,2,0
603,4,3,75
545,0,3,95
14,2,6,147
728,6,7,449
308,4,5,79
405,4,4,60
623,7,3,0
38,2,2,149
640,7,7,11
693,6,3,0
383,7,3,11
297,1,3,0
14,5,4,0
209,3,2,25
182,5,4,7
570,0,2,42
471,5,7,27
469,3,2,42
515,2,0,0
693,1,0,0
691,0,7,0
48,6,3,0
451,2,5,152
357,6,2,0
590,5,3,0
338,6,4,0
600,4,2,0
572,6,3,10
183,4,1,7
631,7,3,0
249,7,3,0
16,6,0,0
425,0,5,39
253,0,6,17
402,4,6,89
37,3,4,23
355,1,1,33
219,3,7,21
545,4,6,80
712,6,2,0
113,1,7,29
644,1,2,97
525,0,4,152
263,0,7,89
600,1,3,231
587,5,7,17
706,3,5,212
385,6,0,0
197,2,0,0
351,1,4,102
634,2,6,0
665,6,3,31
698,2,7,99
499,4,5,95
96,4,4,23
299,2,7,0
477,4,4,61
658,5,7,0
347,1,4,6
316,5,1,0
114,7,2,13
519,7,0,0
210,0,7,88
389,7,1,0
180,7,1,0
422,0,6,82
489,2,3,8
110,2,1,0
536,4,4,0
630,1,0,0
624,2,7,108
646,1,6,49
335,6,0,0
278,7,1,0
139,2,7,150
117,4,0,0
536,3,4,0
180,0,1,0
155,1,2,37
371,1,2,0
310,6,2,6
299,4,2,0
547,5,4,15
107,1,6,13
604,0,4,57
21,5,6,71
295,2,4,6
47,4,0,0
689,4,6,0
722,7,1,0
201,5,6,0
309,0,1,0
479,4,1,21
395,1,5,41
16,4,3,27
351,7,6,0
18,1,0,5
60,3,4,169
23,0,1,5
3,6,2,0
116,1,7,54
93,5,5,51
501,3,7,117
163,3,4,106
76,6,5,4
224,4,4,0
74,2,5,38
453,5,4,33
115,3,6,50
537,1,0,0
583,4,6,10
539,7,4,0
99,3,6,23
238,4,4,80
650,5,2,0
357,4,5,129
704,0,3,169
550,5,3,15
540,0,1,40
425,6,0,0
59,3,4,66
81,6,1,0
194,7,0,0
424,7,3,0
289,3,1,6
679,3,3,12
95,7,4,0
297,6,3,15
17,3,3,49
111,5,6,10
435,2,1,8
433,5,2,13
342,6,1,0
619,5,4,103
499,2,5,195
141,6,4,7
416,1,7,19
110,4,3,27
181,2,3,15
60,6,3,60
353,2,2,17
583,2,5,44
425,2,7,94
495,3,4,36
119,7,0,0
307,7,6,0
187,1,4,4
272,3,4,0
100,0,5,0
408,5,5,113
295,1,7,15
401,6,2,0
718,5,7,125
65,1,5,470
699,1,2,246
590,0,7,88
598,1,7,203
89,7,0,0
622,0,1,18
719,3,3,156
690,2,1,0
56,3,3,19
177,7,1,0
40,7,2,0
539,4,0,0
93,2,1,4
394,1,1,0
75,1,6,0
493,4,0,0
486,2,3,14
224,4,0,0
298,5,3,0
699,0,5,540
707,3,2,13
267,0,5,14
134,4,6,213
262,1,0,5
372,1,6,0
403,6,4,18
195,6,3,0
252,2,5,58
656,2,7,0
234,1,3,13
311,0,4,181
396,3,2,7
502,1,6,443
89,0,1,10
509,0,0,0
715,7,3,0
194,2,7,61
270,7,1,0
499,2,6,231
385,2,4,78
125,6,3,4
614,7,0,0
682,0,5,0
516,0,3,53
20,2,7,306
504,6,5,15
310,4,0,0
498,1,4,72
35,6,3,34
694,3,1,12
221,2,7,8
93,1,0,0
293,4,3,230
492,0,6,28
116,0,2,50
507,3,0,0
500,7,7,50
179,3,6,27
196,3,2,0
567,6,4,10
453,0,1,25
4,3,6,0
383,1,7,148
306,6,4,6
370,4,0,0
30,4,5,3
679,5,4,0
387,5,1,0
513,1,2,0
117,3,6,50
523,4,7,152
34,6,7,120
571,5,1,0
121,0,4,17
366,7,1,0
321,3,2,0
638,5,4,19
550,7,6,0
103,1,6,17
699,3,3,99
246,1,1,0
574,4,5,487
347,6,5,6
487,2,4,14
213,6,1,8
267,6,1,0
359,0,3,129
704,4,1,0
323,6,6,0
167,1,2,30
8,7,3,0
163,4,5,307
138,7,4,0
149,2,2,0
30,6,1,0
233,1,7,16
10,7,0,0
224,0,2,0
12,3,1,19
361,2,0,17
333,4,4,61
337,0,6,237
461,5,7,27
392,6,7,0
674,1,7,161
683,5,2,0
460,0,6,82
459,0,5,56
501,2,1,8
32,0,1,3
197,4,0,0
300,0,4,19
98,1,4,4
39,1,1,3
12,6,2,0
729,6,1,14
707,1,4,56
182,5,1,0
320,3,5,20
255,2,6,72
542,4,1,0
589,1,7,78
394,6,0,0
41,0,2,106
71,6,1,0
642,5,7,19
447,1,7,25
145,2,3,14
270,6,5,9
20,2,4,63
566,5,2,0
316,4,6,16
43,5,0,0
648,1,6,82
87,1,7,300
537,2,0,0
14,6,3,147
313,3,5,148
391,2,5,11
430,7,1,0
655,4,0,20
503,3,7,36
260,4,1,5
560,0,6,10
296,4,0,0
367,1,5,7
544,1,1,0
300,0,0,6
570,0,7,261
274,3,1,0
35,4,1,6
619,1,2,64
218,3,5,50
183,3,4,19
382,4,7,63
650,6,0,0
17,3,7,63
56,7,7,0
717,4,3,43
332,4,6,145
628,6,1,0
39,1,5,224
687,5,1,0
8,6,1,0
177,4,4,4
729,1,6,340
151,0,7,4
569,3,0,10
51,5,0,0
535,2,4,0
629,1,6,127
403,5,7,11
492,6,3,0
177,3,3,24
231,2,4,21
110,5,0,0
194,6,2,5
625,6,0,0
360,0,1,0
132,4,7,146
272,6,2,0
478,4,1,8
428,7,3,0
88,4,3,16
608,0,1,0
479,6,0,0
649,5,2,0
715,0,3,99
550,2,5,350
16,0,5,191
483,1,3,123
705,7,0,0
441,6,2,0
155,7,4,4
129,2,5,233
590,7,0,0
54,6,7,0
338,7,6,10
550,4,5,295
45,4,3,40
78,3,7,0
321,7,0,0
304,4,5,58
139,2,4,59
542,2,6,80
71,3,6,94
243,5,0,0
2,7,6,0
279,4,5,41
15,4,5,87
236,2,0,5
53,7,0,0
654,2,5,20
699,5,5,112
112,7,5,0
80,6,5,0
634,1,2,11
627,4,7,37
649,7,6,39
115,2,2,73
142,1,1,0
14,2,7,131
244,1,2,5
201,5,4,0
579,2,4,142
507,7,7,9
411,2,5,219
434,6,4,8
329,5,2,36
305,6,4,19
460,5,6,13
579,2,3,115
390,0,4,18
662,3,4,102
51,3,0,0
360,0,5,646
715,3,0,0
235,6,6,16
703,4,4,56
242,6,6,9
31,5,3,0
712,1,1,0
714,3,1,22
729,0,3,104
210,2,6,149
552,1,0,26
301,7,3,0
65,3,6,758
701,2,7,169
572,5,7,168
536,1,5,15
531,7,5,15
82,1,2,152
221,3,2,0
169,5,7,15
525,1,7,176
615,4,1,57
723,3,3,191
123,5,1,0
405,6,5,30
607,4,7,18
75,1,0,4
701,7,7,0
120,3,4,28
67,2,1,51
56,7,4,0
66,6,5,94
440,3,7,8
34,0,5,229
51,5,4,6
268,5,4,14
280,4,0,5
455,3,5,86
137,4,4,42
628,1,1,0
422,4,1,0
135,2,4,63
652,3,6,82
277,0,7,14
24,3,3,32
389,3,7,18
85,1,6,249
90,6,7,28
695,2,5,193
539,6,1,0
669,1,6,286
190,4,3,31
58,4,5,160
291,0,3,0
696,6,5,22
271,6,0,0
497,5,5,45
104,5,4,4
43,7,2,3
192,0,4,45
206,4,0,0
60,2,5,166
639,7,6,11
81,1,7,136
345,6,3,0
67,4,6,849
256,7,2,5
609,5,2,0
40,3,0,11
507,2,6,205
104,4,4,0
207,7,6,12
266,3,3,32
382,3,4,92
280,7,4,0
151,3,4,0
267,1,3,38
15,7,7,3
515,2,1,0
55,4,0,0
543,1,2,129
646,7,5,11
584,6,5,0
42,0,2,135
601,3,5,370
80,7,3,0
300,2,3,15
168,5,1,7
19,0,3,140
381,7,7,22
524,3,6,228
690,1,4,0
697,1,0,0
577,5,2,54
338,2,2,87
695,3,0,0
723,3,4,281
687,6,7,0
582,3,0,0
496,3,5,173
139,1,3,76
549,4,7,169
13,2,0,0
534,6,0,0
446,0,1,13
560,7,1,0
332,7,6,6
678,7,6,12
320,0,5,6
62,6,5,12
545,1,4,104
251,1,3,27
722,5,2,281
384,3,3,53
73,7,0,0
73,1,6,6
402,3,6,138
228,1,4,0
25,5,5,14
530,2,7,65
9,0,6,114
434,0,6,119
134,1,3,185
333,7,7,0
101,1,7,4
177,1,7,0
132,3,6,133
296,7,6,0
439,7,4,13
162,2,5,224
216,7,1,0
689,2,2,0
295,7,2,0
37,2,0,0
337,4,4,60
486,6,5,0
715,7,0,0
363,7,6,17
627,7,4,30
552,0,5,326
320,6,2,0
349,0,0,6
112,0,7,6
595,1,0,0
531,2,2,9
614,5,2,0
116,0,4,43
321,7,3,0
638,5,6,19
499,6,3,0
636,7,1,0
311,6,4,19
61,3,3,102
628,7,3,0
72,0,1,0
32,4,0,0
514,6,4,0
376,1,3,358
104,1,6,4
482,7,2,0
319,2,3,0
724,4,5,708
152,5,0,0
530,1,2,49
448,4,4,53
666,0,5,165
396,7,7,0
325,3,2,26
422,3,5,75
617,5,4,11
450,5,4,33
222,5,6,0
518,0,3,61
476,1,4,13
231,5,4,0
706,2,6,91
368,2,6,7
596,0,7,274
493,3,0,0
629,5,7,127
397,6,0,0
557,1,2,32
272,5,0,0
287,6,1,32
554,0,3,94
84,1,1,73
632,1,5,11
550,5,5,375
279,0,2,9
656,6,2,0
341,3,1,6
82,4,4,69
536,3,0,0
329,7,7,6
432,6,2,13
405,1,7,101
261,1,3,97
127,4,1,0
269,7,5,0
481,1,5,100
232,6,5,5
387,6,0,0
217,3,5,50
439,7,6,0
715,7,2,0
148,3,7,4
230,4,5,55
231,1,3,21
344,0,4,0
409,0,1,19
559,4,6,16
436,2,0,0
320,0,4,0
91,0,7,85
209,1,0,0
78,7,1,0
588,5,4,10
711,2,7,13
438,2,2,33
30,1,6,3
708,6,6,0
491,6,4,0
603,1,1,0
375,6,3,7
562,5,0,0
354,7,2,0
715,1,6,583
425,4,1,12
324,1,6,20
146,6,3,0
417,1,3,0
229,2,1,5
481,7,2,0
413,5,3,0
469,2,6,82
406,5,6,138
345,2,3,0
22,3,6,114
272,4,0,0
291,5,2,0
44,3,3,63
455,2,2,25
60,5,4,15
583,5,3,0
527,0,7,199
708,1,4,13
455,1,1,8
644,3,5,205
117,3,4,46
243,3,0,0
595,1,3,210
716,1,3,225
441,3,1,0
227,3,2,0
363,2,1,7
244,6,3,0
40,4,2,0
572,0,4,100
371,3,4,0
297,5,3,0
215,5,3,12
174,1,6,0
336,6,2,0
417,1,7,0
41,4,4,158
30,4,6,0
664,2,3,267
341,5,4,33
119,4,6,20
496,5,6,45
255,1,7,50
376,5,7,39
646,5,5,49
409,0,5,426
30,5,4,0
287,4,4,52
391,7,0,0
214,0,5,93
591,7,2,0
264,7,3,9
76,1,6,0
295,2,1,0
145,1,4,11
673,3,5,333
394,2,7,0
601,0,3,103
199,2,2,0
519,1,1,23
129,2,6,362
130,7,6,13
517,7,0,0
167,2,2,30
400,5,0,18
420,6,2,0
631,5,6,11
46,5,2,9
691,3,3,0
384,5,0,0
507,5,0,0
85,5,2,12
113,6,4,13
460,3,4,27
397,4,3,0
525,4,5,228
305,3,5,104
207,5,2,0
332,6,7,16
46,4,0,0
444,0,7,13
121,4,1,4
412,6,6,12
463,4,6,0
151,7,1,0
547,6,2,0
634,3,5,0
290,1,3,0
544,6,1,0
530,0,0,9
231,3,7,21
413,7,2,0
89,1,2,98
429,0,7,113
295,6,0,0
215,3,2,33
546,5,4,25
419,0,2,7
170,2,0,0
203,5,3,0
24,7,5,0
460,7,1,0
155,6,1,0
568,4,6,84
119,2,1,0
714,0,5,0
143,3,6,87
210,5,0,0
576,4,6,650
121,6,6,7
180,0,7,15
155,2,7,59
265,2,5,38
379,5,3,79
207,4,3,5
387,7,5,18
158,6,4,0
489,1,6,8
677,0,6,86
267,0,7,47
396,6,6,0
458,7,4,0
359,6,3,6
179,4,1,0
454,4,5,40
165,4,0,4
698,2,6,596
233,4,2,0
516,0,1,0
600,0,3,185
600,3,1,0
503,3,4,117
635,3,5,30
410,3,6,395
730,4,7,82
251,3,6,31
518,6,2,0
24,7,7,3
672,7,2,0
485,3,4,36
255,2,0,0
532,1,4,31
698,0,3,91
507,7,2,0
608,4,3,64
412,6,1,0
61,7,3,0
21,4,0,0
712,4,2,0
474,2,2,13
385,0,2,18
630,6,5,11
14,4,3,181
637,4,1,19
13,4,5,44
508,5,2,29
650,7,3,12
694,5,7,54
163,1,5,727
561,7,4,0
712,1,0,0
716,5,1,0
644,6,3,19
62,1,0,3
266,5,1,0
127,7,1,0
21,6,5,11
385,5,0,0
110,6,3,6
476,4,4,48
706,5,6,43
547,1,0,9
548,6,7,25
502,6,6,59
432,4,2,0
445,0,6,8
376,3,4,124
512,3,5,15
620,1,3,92
697,2,6,428
225,5,2,8
482,5,1,8
660,5,1,0
317,3,4,6
351,6,5,33
374,2,2,120
425,7,7,70
648,3,1,82
454,2,7,25
155,5,3,224
636,6,3,0
489,0,5,0
390,4,2,7
41,2,2,25
384,7,5,37
147,0,6,7
496,7,3,0
124,6,3,0
424,5,5,43
342,7,3,0
523,4,3,53
16,1,2,46
8,3,3,24
394,2,4,0
113,3,3,37
289,4,5,83
214,6,7,85
170,2,3,0
533,0,3,55
357,3,2,21
382,7,5,22
252,5,6,0
438,5,3,8
644,2,1,0
549,6,4,0
157,6,7,18
373,3,5,103
89,3,3,28
127,2,7,0
480,7,3,0
329,4,6,77
604,3,6,121
64,4,0,9
9,0,4,570
486,0,0,0
598,1,2,98
395,1,4,0
165,2,7,227
286,4,6,18
533,0,1,9
218,0,0,0
53,3,6,0
90,2,0,0
453,4,7,33
392,2,5,7
240,5,4,0
433,5,4,66
446,2,4,13
217,4,2,0
579,6,7,17
260,1,2,36
536,4,6,0
505,1,3,129
595,5,2,0
215,2,1,5
451,7,4,0
663,4,3,204
637,2,0,0
132,6,3,0
672,1,4,107
715,2,6,203
643,0,4,37
493,4,1,8
111,6,1,0
282,4,6,18
167,5,6,98
277,4,5,9
90,0,1,16
225,7,6,0
426,1,0,0
581,6,0,0
296,3,5,34
47,5,6,43
477,7,6,0
420,0,7,19
542,1,4,120
330,0,6,273
197,7,4,0
654,0,7,20
730,3,1,45
132,1,5,178
586,5,1,0
374,5,6,7
683,3,0,0
621,0,7,75
694,4,6,107
122,4,0,0
390,3,5,23
375,7,0,0
23,4,3,24
394,7,2,0
388,3,0,0
86,2,6,1049
319,5,3,6
535,5,6,0
410,3,4,75
16,0,1,19
0,6,6,11
273,6,7,0
457,7,3,8
524,0,5,161
284,2,1,5
32,3,2,0
647,2,7,231
40,0,7,353
409,2,6,763
430,3,3,31
542,2,0,9
553,0,0,42
479,4,4,103
720,1,3,200
590,2,3,115
395,0,0,0
351,5,6,10
278,2,0,0
88,3,3,38
389,5,7,18
454,3,5,53
466,2,4,0
455,4,6,45
443,6,6,0
453,2,5,91
533,5,5,31
429,0,1,12
424,2,6,144
573,2,5,200
546,0,0,0
204,6,6,0
444,6,4,0
588,7,1,0
540,6,0,0
142,1,6,972
268,7,6,5
643,1,5,116
248,2,5,0
324,3,2,20
69,2,6,1409
622,6,1,0
146,2,2,14
106,7,0,0
436,7,2,0
555,5,0,0
47,0,5,18
459,6,6,48
128,5,3,87
544,4,3,31
199,4,0,5
489,6,3,0
9,3,2,169
206,4,2,0
348,1,3,162
308,4,0,0
32,0,7,49
176,1,4,0
380,7,2,22
50,3,6,3
230,3,4,21
680,5,7,0
325,3,3,103
627,7,1,0
192,2,1,0
567,0,1,26
582,6,5,17
153,3,7,30
536,6,4,0
450,1,5,40
690,4,1,0
311,1,7,141
88,0,1,10
191,4,5,34
522,2,5,190
156,1,2,362
410,1,7,164
3,7,6,5
82,6,4,6
724,7,0,0
540,7,6,9
333,7,5,6
366,5,3,7
162,1,6,377
180,4,2,0
478,0,1,61
222,3,5,0
489,4,1,0
186,3,6,27
3,4,7,0
200,2,6,0
61,4,6,42
477,0,3,96
659,7,7,0
554,4,0,0
654,3,7,51
648,4,6,102
727,6,2,14
658,2,5,0
364,2,6,103
545,5,0,0
486,0,1,0
64,6,3,9
307,2,3,153
555,0,3,58
379,1,7,107
179,6,7,0
203,7,7,0
535,6,5,0
574,1,4,100
292,4,2,0
294,3,6,34
85,6,6,6
60,0,5,271
676,5,0,0
165,7,7,14
608,4,7,0
232,0,3,16
203,4,4,36
529,2,7,104
253,0,2,9
549,5,0,0
520,5,3,9
537,4,4,0
246,2,5,0
547,6,6,25
238,3,5,55
125,4,4,0
131,2,2,66
491,6,6,0
72,2,7,32
5,6,7,0
66,5,0,0
271,1,6,0
105,1,2,17
303,4,2,0
705,1,1,13
576,7,4,10
142,6,6,11
442,1,5,0
603,5,0,11
481,7,6,8
575,1,4,152
193,5,2,12
210,5,5,81
15,3,0,0
91,6,0,0
106,5,7,10
303,0,5,107
622,2,1,28
134,5,1,0
116,3,5,89
42,0,3,120
557,3,4,74
93,5,3,28
44,0,1,6
247,3,7,0
619,0,7,82
631,3,0,0
206,3,3,48
99,2,1,0
627,7,6,37
395,0,5,0
625,5,5,116
650,2,1,12
463,4,2,0
39,4,3,49
4,7,6,30
539,2,1,0
730,1,6,82
662,4,1,20
389,4,4,11
43,4,4,129
162,5,6,132
48,3,7,15
395,2,7,0
199,4,4,0
233,1,6,26
647,1,4,108
656,2,1,0
15,4,4,19
28,1,6,0
661,7,1,0
422,0,3,125
567,2,2,110
683,2,6,21
249,1,5,0
155,3,4,84
136,6,4,17
516,7,5,15
308,4,7,25
303,5,2,6
449,1,1,0
452,1,6,45
535,1,0,0
576,6,7,54
153,3,2,37
424,5,6,7
142,1,4,28
387,1,7,53
373,7,1,0
358,5,0,0
490,1,2,14
226,4,6,0
689,4,2,0
40,6,3,0
6,6,7,0
252,5,4,17
10,4,3,65
189,7,1,0
112,5,6,29
425,5,4,31
151,4,0,0
667,7,5,0
685,7,0,0
78,0,0,0
345,0,0,0
705,6,3,0
69,2,5,864
267,3,7,38
434,6,5,66
322,2,1,0
214,3,6,323
675,4,4,119
401,2,0,0
288,4,1,6
105,0,2,27
710,3,4,0
203,3,1,5
476,2,3,241
730,3,2,95
36,2,3,315
659,2,3,12
355,5,5,108
651,0,7,51
136,4,1,4
503,3,1,14
395,7,4,0
143,1,0,0
399,7,5,7
168,4,5,38
224,6,0,0
239,3,5,47
113,1,2,20
74,2,4,10
611,5,3,0
42,5,1,11
464,5,1,0
117,6,2,4
234,2,3,47
124,3,4,0
305,1,4,9
379,2,2,35
622,0,5,28
367,2,2,11
470,1,5,151
642,6,6,11
482,1,5,86
65,4,4,75
93,2,7,202
294,0,2,9
465,5,3,0
286,5,3,0
330,5,6,129
114,7,1,4
403,7,4,37
608,2,4,0
605,2,7,92
228,7,0,0
721,0,1,73
148,7,5,0
428,5,0,0
92,6,1,0
411,0,5,101
436,0,2,33
696,6,2,0
112,1,2,17
179,6,2,7
96,0,0,17
135,0,5,109
183,2,0,0
394,7,5,0
70,0,6,666
246,3,3,5
323,4,7,0
136,6,3,0
143,4,7,17
210,0,4,36
432,2,5,119
304,2,3,89
422,4,0,0
597,5,1,0
375,2,2,92
281,4,4,52
608,1,1,0
684,2,7,54
266,1,0,0
211,6,2,0
40,6,6,40
532,6,2,0
399,2,3,309
357,7,3,6
94,5,5,85
216,3,1,5
350,0,5,81
357,5,2,6
498,5,7,109
204,0,3,53
417,0,4,0
360,0,3,210
549,3,6,470
